Date,Close
2/1/2014,397.97
3/1/2014,396.44
6/1/2014,393.63
7/1/2014,398.03
8/1/2014,401.92
9/1/2014,401.01
10/1/2014,397.66
13/1/2014,390.98
14/1/2014,397.54
15/1/2014,395.87
16/1/2014,395.8
17/1/2014,399.61
21/1/2014,407.05
22/1/2014,404.54
23/1/2014,399.87
24/1/2014,387.6
27/1/2014,386.28
28/1/2014,394.43
29/1/2014,384.2
30/1/2014,403.01
31/1/2014,358.69
3/2/2014,346.15
4/2/2014,347.95
5/2/2014,346.45
6/2/2014,354.59
7/2/2014,361.08
10/2/2014,360.87
11/2/2014,361.79
12/2/2014,349.25
13/2/2014,357.2
14/2/2014,357.35
18/2/2014,353.65
19/2/2014,347.38
20/2/2014,349.8
21/2/2014,346.76
24/2/2014,351.78
25/2/2014,358.32
26/2/2014,359.8
27/2/2014,360.13
28/2/2014,362.1
3/3/2014,359.78
4/3/2014,363.9
5/3/2014,372.37
6/3/2014,372.16
7/3/2014,372.06
10/3/2014,370.53
11/3/2014,368.82
12/3/2014,370.64
13/3/2014,371.51
14/3/2014,373.74
17/3/2014,375.04
18/3/2014,378.77
19/3/2014,373.23
20/3/2014,368.97
21/3/2014,360.62
24/3/2014,351.85
25/3/2014,354.71
26/3/2014,343.41
27/3/2014,338.47
28/3/2014,338.29
31/3/2014,336.37
1/4/2014,342.99
2/4/2014,341.96
3/4/2014,333.62
4/4/2014,323
7/4/2014,317.76
8/4/2014,327.07
9/4/2014,331.81
10/4/2014,317.11
11/4/2014,311.73
14/4/2014,315.91
15/4/2014,316.08
16/4/2014,323.68
17/4/2014,324.91
21/4/2014,330.87
22/4/2014,329.32
23/4/2014,324.58
24/4/2014,337.15
25/4/2014,303.83
28/4/2014,296.58
29/4/2014,300.38
30/4/2014,304.13
1/5/2014,307.89
2/5/2014,308.01
5/5/2014,310.05
6/5/2014,297.38
7/5/2014,292.71
8/5/2014,288.32
9/5/2014,292.24
12/5/2014,302.86
13/5/2014,304.64
14/5/2014,297.62
15/5/2014,295.19
16/5/2014,297.7
19/5/2014,296.76
20/5/2014,301.19
21/5/2014,305.01
22/5/2014,304.91
23/5/2014,312.24
27/5/2014,310.82
28/5/2014,310.16
29/5/2014,313.78
30/5/2014,312.55
2/6/2014,308.84
3/6/2014,307.19
4/6/2014,306.78
5/6/2014,323.57
6/6/2014,329.67
9/6/2014,327.5
10/6/2014,332.41
11/6/2014,335.2
12/6/2014,325.91
13/6/2014,326.27
16/6/2014,327.62
17/6/2014,325.62
18/6/2014,334.38
19/6/2014,327
20/6/2014,324.2
23/6/2014,327.24
24/6/2014,324.16
25/6/2014,327.44
26/6/2014,325.69
27/6/2014,324.57
30/6/2014,324.78
1/7/2014,332.39
2/7/2014,332.85
3/7/2014,337.49
7/7/2014,333.55
8/7/2014,323.81
9/7/2014,329.97
10/7/2014,327.92
11/7/2014,346.2
14/7/2014,355.32
15/7/2014,354.44
16/7/2014,355.9
17/7/2014,352.45
18/7/2014,358.66
21/7/2014,359.76
22/7/2014,360.84
23/7/2014,358.14
24/7/2014,358.61
25/7/2014,324.01
28/7/2014,320.41
29/7/2014,320
30/7/2014,322.51
31/7/2014,312.99
1/8/2014,307.06
4/8/2014,313.65
5/8/2014,312.32
6/8/2014,313.89
7/8/2014,311.45
8/8/2014,316.8
11/8/2014,318.33
12/8/2014,319.32
13/8/2014,326.28
14/8/2014,333.21
15/8/2014,333.63
18/8/2014,334.53
19/8/2014,335.13
20/8/2014,335.78
21/8/2014,332.91
22/8/2014,331.59
25/8/2014,334.02
26/8/2014,341.83
27/8/2014,343.18
28/8/2014,340.02
29/8/2014,339.04
2/9/2014,342.38
3/9/2014,339
4/9/2014,345.95
5/9/2014,346.38
8/9/2014,342.34
9/9/2014,329.75
10/9/2014,331.33
11/9/2014,330.52
12/9/2014,331.19
15/9/2014,323.89
16/9/2014,327.76
17/9/2014,324
18/9/2014,325
19/9/2014,331.32
22/9/2014,324.5
23/9/2014,323.63
24/9/2014,328.21
25/9/2014,321.93
26/9/2014,323.21
29/9/2014,321.82
30/9/2014,322.44
1/10/2014,317.46
2/10/2014,318.41
3/10/2014,322.74
6/10/2014,322.2
7/10/2014,316.98
8/10/2014,322.7
9/10/2014,315.37
10/10/2014,311.39
13/10/2014,306.45
14/10/2014,308.31
15/10/2014,305.97
16/10/2014,302.86
17/10/2014,303.64
20/10/2014,306.21
21/10/2014,315.33
22/10/2014,312.97
23/10/2014,313.18
24/10/2014,287.06
27/10/2014,289.97
28/10/2014,295.59
29/10/2014,294.12
30/10/2014,299.07
31/10/2014,305.46
3/11/2014,305.72
4/11/2014,302.81
5/11/2014,296.52
6/11/2014,296.64
7/11/2014,299.86
10/11/2014,305.11
11/11/2014,312.01
12/11/2014,311.51
13/11/2014,316.48
14/11/2014,327.82
17/11/2014,323.05
18/11/2014,324.93
19/11/2014,326.54
20/11/2014,330.54
21/11/2014,332.63
24/11/2014,335.64
25/11/2014,335.04
26/11/2014,333.57
28/11/2014,338.64
1/12/2014,326
2/12/2014,326.31
3/12/2014,316.5
4/12/2014,316.93
5/12/2014,312.63
8/12/2014,306.64
9/12/2014,312.5
10/12/2014,305.84
11/12/2014,307.36
12/12/2014,307.32
15/12/2014,306.07
16/12/2014,295.06
17/12/2014,298.88
18/12/2014,297.73
19/12/2014,299.9
22/12/2014,306.54
23/12/2014,306.29
24/12/2014,303.03
26/12/2014,309.09
29/12/2014,312.04
30/12/2014,310.3
31/12/2014,310.35
2/1/2015,308.52
5/1/2015,302.19
6/1/2015,295.29
7/1/2015,298.42
8/1/2015,300.46
9/1/2015,296.93
12/1/2015,291.41
13/1/2015,294.74
14/1/2015,293.27
15/1/2015,286.95
16/1/2015,290.74
20/1/2015,289.44
21/1/2015,297.25
22/1/2015,310.32
23/1/2015,312.39
26/1/2015,309.66
27/1/2015,306.75
28/1/2015,303.91
29/1/2015,311.78
30/1/2015,354.53
2/2/2015,364.47
3/2/2015,363.55
4/2/2015,364.75
5/2/2015,373.89
6/2/2015,374.28
9/2/2015,370.56
10/2/2015,373
11/2/2015,375.14
12/2/2015,377.17
13/2/2015,381.83
17/2/2015,375.43
18/2/2015,373.37
19/2/2015,379
20/2/2015,383.66
23/2/2015,380.14
24/2/2015,378.59
25/2/2015,385.37
26/2/2015,384.8
27/2/2015,380.16
2/3/2015,385.66
3/3/2015,384.61
4/3/2015,382.72
5/3/2015,387.83
6/3/2015,380.09
9/3/2015,378.56
10/3/2015,369.51
11/3/2015,366.37
12/3/2015,374.24
13/3/2015,370.58
16/3/2015,373.35
17/3/2015,371.92
18/3/2015,375.14
19/3/2015,373.24
20/3/2015,378.49
23/3/2015,375.11
24/3/2015,374.09
25/3/2015,370.96
26/3/2015,367.35
27/3/2015,370.56
30/3/2015,374.59
31/3/2015,372.1
1/4/2015,370.26
2/4/2015,372.25
6/4/2015,377.04
7/4/2015,374.41
8/4/2015,381.2
9/4/2015,383.54
10/4/2015,382.65
